帖子链接,帖子标题,时间,回复数量
https://www.douban.com/group/topic/209511245/,企业证券部offer咨询,01-26,2回应
https://www.douban.com/group/topic/209482038/,呜呜呜考公好难,01-25,27回应
https://www.douban.com/group/topic/209480333/,实习是什么,01-25,10回应
https://www.douban.com/group/topic/209380552/,寒假怎么找实习,01-24,18回应
https://www.douban.com/group/topic/209283306/,该不该为了编制去异地小县城？,01-23,47回应
https://www.douban.com/group/topic/209070585/,坎坷地脱离“家里蹲”？（实在不会起标题）,01-22,6回应
https://www.douban.com/group/topic/209066697/,过马路的时候幻想自己被撞死,01-22,30回应
https://www.douban.com/group/topic/209026112/,cs five点心求助,01-21,34回应
https://www.douban.com/group/topic/209014105/,读博还是走定向选调啊,01-21,65回应
https://www.douban.com/group/topic/208915120/,大学受到过纪律处分是不是无缘公务员了,01-20,6回应
https://www.douban.com/group/topic/208901635/,大四快毕业不知道如何抉择选手问问大家想法,01-20,1回应
https://www.douban.com/group/topic/208896456/,生化环材本科生怎么找工作啊,01-20,16回应
https://www.douban.com/group/topic/208872566/,five习惯了学习，不会娱乐怎么办？,01-20,2回应
https://www.douban.com/group/topic/208794661/,考公考不上140分太绝望了,01-19,24回应
https://www.douban.com/group/topic/208759317/,20届five请求建议,01-19,13回应
https://www.douban.com/group/topic/208664019/,本科毕业可以先考公，没考上的话第二年再考研吗😢,01-18,14回应
https://www.douban.com/group/topic/208648404/,除非没有选择千万不要孤注一掷考公,01-18,7回应
https://www.douban.com/group/topic/208641810/,准备考公结果看书不到15min就犯困,01-18,13回应
https://www.douban.com/group/topic/208619867/,小镇做题家的迷茫，希望大家给点建议,01-18,8回应
https://www.douban.com/group/topic/208616358/,22考研该不该选重大,01-18,42回应
https://www.douban.com/group/topic/208588609/,今年11月拿毕业证的海外硕士公考算哪一届哇,01-17,8回应
https://www.douban.com/group/topic/208560872/,这个可以问吗😞大家怎么知道自己究竟想要什么样...,01-17,36回应
https://www.douban.com/group/topic/208545953/,专硕和学硕差距有哪些啊？,01-17,43回应
https://www.douban.com/group/topic/208514607/,20届fiver出来找工作住亲戚家被阴阳,01-17,6回应
https://www.douban.com/group/topic/208507074/,金融专业大四，还有半年毕业了，究竟该怎么办,01-17,34回应
https://www.douban.com/group/topic/208501426/,有没有考公上岸的大佬推荐一下面试报哪个机构？国...,01-16,8回应
https://www.douban.com/group/topic/208436349/,各位我又来了，想询问一下中文专业的就业方向（深...,01-16,34回应
https://www.douban.com/group/topic/208432807/,有山东考公面试辅导班推荐吗？,01-16,2回应
https://www.douban.com/group/topic/208393588/,小语种专业跨考该何去何从,01-15,11回应
https://www.douban.com/group/topic/208390047/,我，一个学超小语种的真垃圾【 小语种就是坑啊…】,01-15,83回应
https://www.douban.com/group/topic/208389145/,小语种跨考有什么推荐（就业形势相对较好）的专业...,01-15,4回应
https://www.douban.com/group/topic/208383842/,考公守门员选手有吗,01-15,6回应
https://www.douban.com/group/topic/208340755/,求大家给我这个小FW一点建议,01-15,0回应
https://www.douban.com/group/topic/208325136/,太难了，没有实习的本科生,01-15,12回应
https://www.douban.com/group/topic/208291522/,害怕自己接连跳坑，成了坑底之王,01-15,3回应
https://www.douban.com/group/topic/208220046/,怎么会有父母不让孩子考研呢,01-14,7回应
https://www.douban.com/group/topic/208156320/,有无学城乡规划的友友，请问这个专业可以考公的岗...,01-13,11回应
https://www.douban.com/group/topic/208143610/,体感好多法律类公务员都要法本,01-13,12回应
https://www.douban.com/group/topic/208073173/,好想去做中学语文老师啊！！,01-13,10回应
https://www.douban.com/group/topic/208064232/,考研失利的金融er进～,01-12,4回应
https://www.douban.com/group/topic/208057985/,没有人帮得了你  你要靠自己奋斗,01-12,40回应
https://www.douban.com/group/topic/208052720/,金融有做行研的吗，行研好难进啊,01-12,6回应
https://www.douban.com/group/topic/208028923/,大家知不知道实习期间交过工伤保险会影响考公时应...,01-12,5回应
https://www.douban.com/group/topic/208014958/,身在央企虽好，但是我好像选错了地方，到底要不要离开,01-12,42回应
https://www.douban.com/group/topic/207999655/,二战大概率失败，要不要为了换专业+应届生身份考公...,01-12,33回应
https://www.douban.com/group/topic/207995760/,第一次感觉人的智商真的会有壁，虽然也许努力程度...,01-12,8回应
https://www.douban.com/group/topic/207987785/,高校岗位报考二三事（楼主已try已die inside）,01-12,34回应
https://www.douban.com/group/topic/207971522/,请问考研学校怎么选择？,01-12,19回应
https://www.douban.com/group/topic/207934710/,为了保留应届身份再考一年公务员，想今年不找工作...,01-11,92回应
https://www.douban.com/group/topic/207922018/,求求各大机构考公老师不要再打电话了！！,01-11,20回应
https://www.douban.com/group/topic/207897660/,考公专业真的很重要！！！后悔选了工科！！！,01-11,89回应
https://www.douban.com/group/topic/207891021/,19届考试的一年好丧,01-11,28回应
https://www.douban.com/group/topic/207878710/,要不要以私企为跳板去考国企或者考公？,01-11,13回应
https://www.douban.com/group/topic/207877222/,HR给我打电话我是不是说错话了🆘,01-11,13回应
https://www.douban.com/group/topic/207860852/,我真的好怕父母觉得我是fw,01-11,3回应
https://www.douban.com/group/topic/207849566/,有无第二年国考的,01-10,26回应
https://www.douban.com/group/topic/207822074/,面试时该怎么向hr解释一直没工作？,01-10,14回应
https://www.douban.com/group/topic/207816042/,全日制的mba有必要读吗？,01-10,7回应
https://www.douban.com/group/topic/207741852/,2020的我好菜好丧 接二连三的打击,01-09,17回应
https://www.douban.com/group/topic/207728680/,请问21届应届毕业生们,01-09,16回应
https://www.douban.com/group/topic/207661560/,湖北定向选调来了,01-09,63回应
https://www.douban.com/group/topic/207618038/,我就是最废物的废物吧，明天笔试甚至今天已经觉得...,01-08,2回应
https://www.douban.com/group/topic/207508384/,21届考公0offer的大家接下来都打算怎么做呢,01-07,10回应
https://www.douban.com/group/topic/207425557/,数学系本科毕业到底怎么找工作啊，真心焦虑,01-07,11回应
https://www.douban.com/group/topic/207353430/,为了北京字节HR实习，值得花五千租房吗？,01-06,118回应
https://www.douban.com/group/topic/207236191/,有点想参加今年的考研,01-05,73回应
https://www.douban.com/group/topic/207218669/,为什么会有人把考公务员当作退路,01-05,94回应
https://www.douban.com/group/topic/207196799/,在大厂实习的同学突然问我。。,01-05,21回应
https://www.douban.com/group/topic/207194415/,商科生可以一起讨论出一个965白名单吗,01-05,33回应
https://www.douban.com/group/topic/207193483/,生日在即 一点都不想过 废得自己害怕,01-04,20回应
https://www.douban.com/group/topic/207172047/,20岁就过的这么恶心，剩下的时间会不会更恶心？,01-04,23回应
https://www.douban.com/group/topic/207152630/,大家愿意回四线小城市三本教书吗…,01-04,38回应
https://www.douban.com/group/topic/207146935/,下学期转专业法学 如果失败退学复读如何,01-04,17回应
https://www.douban.com/group/topic/207130048/,天呐，这个世界上还有普通人能做的好工作吗？互联...,01-04,9回应
https://www.douban.com/group/topic/207109207/,希望大家都有健康的生活,01-04,38回应
https://www.douban.com/group/topic/207105043/,不想做销售的金融狗还有别的路走么,01-04,21回应
https://www.douban.com/group/topic/206969355/,我发现我一直不愿意去考公的原因大概来自于不能接...,01-02,125回应
https://www.douban.com/group/topic/206943450/,球球给我这个five点建议吧，秋招0offer，还找得着...,01-02,18回应
https://www.douban.com/group/topic/206906710/,是今年难，还是年年其实都这样,01-02,44回应
https://www.douban.com/group/topic/206904707/,考研和考公该如何选择呢？,01-02,32回应
https://www.douban.com/group/topic/206899385/,关于女生买房,01-02,0回应
https://www.douban.com/group/topic/206852019/,考研完大家干嘛？,01-01,38回应
https://www.douban.com/group/topic/206851893/,唉想问生化环材的uu们有考公的吗？,01-01,33回应
https://www.douban.com/group/topic/206850184/,我好害怕以前同学的饭局，有和我一样的嘛！,01-01,7回应
https://www.douban.com/group/topic/206806733/,新年第一天就开始焦虑,01-01,0回应
https://www.douban.com/group/topic/206755797/,跨年 过年 成了我一年里最最恐惧的日子,2020-12-31,12回应
https://www.douban.com/group/topic/206747984/,2020的最后一天，丧的不行,2020-12-31,5回应
https://www.douban.com/group/topic/206725836/,请问大家考研n战后找工作的时候年龄歧视真的很大吗？,2020-12-31,69回应
https://www.douban.com/group/topic/206701462/,怎么找国企/事业单位的实习啊,2020-12-31,28回应
https://www.douban.com/group/topic/206681170/,不知道该考公/编还是找工作,2020-12-31,13回应
https://www.douban.com/group/topic/206614292/,不考研也不考公的毕业生们正在干啥？给点参考,2020-12-30,18回应
https://www.douban.com/group/topic/206468654/,20届待业，应届生身份真的那么重要吗？,2020-12-29,9回应
https://www.douban.com/group/topic/206449360/,那些省会报名人数特别少的考公岗是是待遇不好吗……,2020-12-28,18回应
https://www.douban.com/group/topic/206361850/,求助！考公咨询 四川紧缺选调，报了乐山，马上选岗...,2020-12-28,19回应
https://www.douban.com/group/topic/206358453/,每天在崩溃边缘反复横跳,2020-12-28,4回应
https://www.douban.com/group/topic/206349626/,每个人都有自己的time zone,2020-12-28,74回应
https://www.douban.com/group/topic/206321590/,考研弃考了,2020-12-27,42回应
https://www.douban.com/group/topic/206250419/,三甲医院非编制怎么样？,2020-12-27,19回应
https://www.douban.com/group/topic/206193288/,组里有本科毕业没有就业一直考公的five吗,2020-12-26,25回应
https://www.douban.com/group/topic/206132499/,考公相关，资料分析怎么提速,2020-12-26,10回应
https://www.douban.com/group/topic/206115181/,刚刚被实习单位辞退了…,2020-12-25,8回应
https://www.douban.com/group/topic/206102908/,five脱产考研失败后何去何从？,2020-12-25,21回应
https://www.douban.com/group/topic/206078379/,找到工作之后放弃了考研 现在非常后悔,2020-12-25,15回应
https://www.douban.com/group/topic/206051376/,忘记参加形势与政策考试了，会挂科吗,2020-12-25,13回应
https://www.douban.com/group/topic/206012321/,有没有人找了奋斗型工作之后才意识到自己喜欢躺平...,2020-12-25,52回应
https://www.douban.com/group/topic/205995472/,关于考研,2020-12-24,26回应
https://www.douban.com/group/topic/205973413/,对考公的战线时长感到迷惑,2020-12-24,8回应
https://www.douban.com/group/topic/205952146/,大三上的寒假有必要找实习吗😭日常焦虑,2020-12-24,2回应
https://www.douban.com/group/topic/205935331/,到底是继续苟着考研还是辞职一心考研,2020-12-24,15回应
https://www.douban.com/group/topic/205928541/,有毕业后准备留学又放弃的吗？,2020-12-24,3回应
https://www.douban.com/group/topic/205925608/,我该怎么从一个法学毕业生进阶到一个社会人,2020-12-24,23回应
https://www.douban.com/group/topic/205917371/,想离开小城市去杭州闯一下,2020-12-24,19回应
https://www.douban.com/group/topic/205851104/,抓住应届身份考公还是继续找工作,2020-12-23,4回应
https://www.douban.com/group/topic/205833338/,有没有实习都找不到的朋友啊,2020-12-23,14回应
https://www.douban.com/group/topic/205748358/,请大家久坐后一定要运动！注意腰部健康！,2020-12-22,44回应
https://www.douban.com/group/topic/205701236/,咨询是否应该从万金油工科跨考管理类研究生，求管...,2020-12-22,9回应
https://www.douban.com/group/topic/205695047/,硕士学历考公比本科有优势吗,2020-12-22,44回应
https://www.douban.com/group/topic/205684620/,想问问电子信息工程专业去考公内卷严重吗？,2020-12-22,21回应
https://www.douban.com/group/topic/205674158/,在民办高校工作，是不是对于硕士才进985的five已经...,2020-12-22,9回应
https://www.douban.com/group/topic/205610239/,大家考公时怎么建立信心的？我记得考研报录比好像...,2020-12-21,43回应
https://www.douban.com/group/topic/205559280/,请大家给点建议吧，我应该怎么选择？,2020-12-21,2回应
https://www.douban.com/group/topic/205206885/,意识到考公是个很难的事情,2020-12-19,55回应
https://www.douban.com/group/topic/205200369/,five们来写下自己的心愿清单吧，在某个绝望的时刻...,2020-12-18,95回应
https://www.douban.com/group/topic/205128696/,我成为一名five的必然性和其内在逻辑的悖论,2020-12-18,4回应
https://www.douban.com/group/topic/205025012/,我好废，我大概就是同事眼里的985five标本了吧……,2020-12-17,14回应
https://www.douban.com/group/topic/205007224/,cs专业大四直接去考公考编如何,2020-12-17,10回应
https://www.douban.com/group/topic/204955635/,已毕业明年参加考研，大家来推荐下专业和避坑,2020-12-17,3回应
https://www.douban.com/group/topic/204864287/,求大家给点建议,2020-12-16,5回应
https://www.douban.com/group/topic/204834535/,文科转专业er在大三大四还面临大量专业课，能兼顾...,2020-12-16,0回应
https://www.douban.com/group/topic/204833005/,早早决定考公的five们现在在做什么？,2020-12-16,58回应
https://www.douban.com/group/topic/204756808/,焦虑的我该不该继续考公务员,2020-12-15,11回应
https://www.douban.com/group/topic/204744137/,计算机二级是必须的吗,2020-12-15,22回应
https://www.douban.com/group/topic/204733019/,今天准备考研突然崩了,2020-12-15,32回应
https://www.douban.com/group/topic/204667843/,永远在逃避中的five,2020-12-14,0回应
https://www.douban.com/group/topic/204661019/,国贸要不要跨考文科啊,2020-12-14,11回应
https://www.douban.com/group/topic/204619875/,如果我高中开个考研/考公培训班就好了,2020-12-14,6回应
https://www.douban.com/group/topic/204600857/,大家追求的到底是什么,2020-12-14,56回应
https://www.douban.com/group/topic/204598223/,有没有正在读研的前辈可以分享一下研究生平时要做...,2020-12-14,21回应
https://www.douban.com/group/topic/204571941/,家里蹲考两年公务员or进老家镇上银行,2020-12-14,10回应
https://www.douban.com/group/topic/204566490/,发现好多five们最后都考公进体制了,2020-12-13,11回应
https://www.douban.com/group/topic/204530376/,教育机构工作的要考公是不是只能辞职,2020-12-13,6回应
https://www.douban.com/group/topic/204457202/,何处是岸，处处不是岸，处处是岸,2020-12-12,28回应
https://www.douban.com/group/topic/204448059/,本科渣211财管，工作两年，没考雅思，收到港城大商...,2020-12-12,35回应
https://www.douban.com/group/topic/204401937/,有没有和我一样“得不到的东西我不想要”的小5,2020-12-12,6回应
https://www.douban.com/group/topic/204394782/,考公考编的five们，建了个自习室，有没有跟我一起...,2020-12-12,1回应
https://www.douban.com/group/topic/204388283/,（树洞）工地搬砖三天的感受,2020-12-12,1回应
https://www.douban.com/group/topic/204316204/,27岁想裸辞考公现实吗😭,2020-12-11,39回应
https://www.douban.com/group/topic/204301129/,似乎被“卡”住了，大家可以给点建议吗？,2020-12-11,8回应
https://www.douban.com/group/topic/204287224/,学信网上被填了毕业去向会影响考公吗,2020-12-11,5回应
https://www.douban.com/group/topic/204209338/,成为社畜的第153天，应酬酒局上看考公经验贴ing。,2020-12-10,0回应
https://www.douban.com/group/topic/204206941/,化工脱坑自救求帮忙指点,2020-12-10,30回应
https://www.douban.com/group/topic/204187073/,19届二战失败考公失败无工作经历555求助,2020-12-10,44回应
https://www.douban.com/group/topic/204131776/,怎么跳出“比赛不努力”的恶性循环啊,2020-12-10,6回应
https://www.douban.com/group/topic/204119995/,刚卖了房子，可以去北京读研生活吗,2020-12-10,107回应
https://www.douban.com/group/topic/204105311/,0实习大三five想实习时间不够3个月怎么办？,2020-12-10,20回应
https://www.douban.com/group/topic/204058318/,教资第一次考没过的five,2020-12-09,57回应
https://www.douban.com/group/topic/204035514/,准备进体制但又出国读研，有同类吗,2020-12-09,61回应
https://www.douban.com/group/topic/203998245/,发现自己连话都说不清，怎么办啊💔,2020-12-09,47回应
https://www.douban.com/group/topic/203995588/,护理跨考应该选公卫还是新传？【已选公卫，想问下...,2020-12-09,51回应
https://www.douban.com/group/topic/203888266/,求助，本科毕业考研还是考公（点进来暴富）,2020-12-08,28回应
https://www.douban.com/group/topic/203887248/,考公 窗口办事的是不是很忙?,2020-12-08,10回应
https://www.douban.com/group/topic/203855298/,有今年考葱省省考or选调or去葱省就业的fiver吗？,2020-12-07,35回应
https://www.douban.com/group/topic/203845719/,请问大家应该在哪里找实习,2020-12-07,2回应
https://www.douban.com/group/topic/203828763/,怎么样才能调整畏难的心态呢？,2020-12-07,10回应
https://www.douban.com/group/topic/203817208/,双非会计有出路吗？,2020-12-07,1回应
https://www.douban.com/group/topic/203771800/,定向选调真的很香吗？,2020-12-07,34回应
https://www.douban.com/group/topic/203717283/,考公友友们求咨询，申论怎样算跑题或者怎样避免跑...,2020-12-06,1回应
https://www.douban.com/group/topic/203688398/,没有offer不想上班 能去当up主吗,2020-12-06,85回应
https://www.douban.com/group/topic/203537400/,连小镇做题家也当不成啦,2020-12-05,50回应
https://www.douban.com/group/topic/203509515/,请问有抑郁就诊经历可以考公考选调吗,2020-12-05,12回应
https://www.douban.com/group/topic/203494974/,感到疲惫，想要回家了,2020-12-04,1回应
https://www.douban.com/group/topic/203481091/,金融专业考公报金融专业岗位还是三不限,2020-12-04,11回应
https://www.douban.com/group/topic/203471000/,选调未进面国考不OK事业编面试没过,2020-12-04,82回应
https://www.douban.com/group/topic/203446148/,还有20届打算继续考公的吗？,2020-12-04,54回应
https://www.douban.com/group/topic/203375735/,有现在连简历都过不了的朋友吗,2020-12-03,24回应
https://www.douban.com/group/topic/203358136/,考研真的有那么重要吗,2020-12-03,7回应
https://www.douban.com/group/topic/203325619/,结构化面试可真难啊（主楼已添加面试经验🔗,2020-12-03,70回应
https://www.douban.com/group/topic/203314794/,本five想出国读书申请什么专业合适,2020-12-03,0回应
https://www.douban.com/group/topic/203284254/,请问考公或上岸的各位,2020-12-03,15回应
https://www.douban.com/group/topic/203235515/,军队文职值得考吗,2020-12-02,19回应
https://www.douban.com/group/topic/203187014/,有从银行裸辞的吗,2020-12-02,4回应
https://www.douban.com/group/topic/203127568/,收到梦校的offer却开心不起来，基建夕阳产业的女生...,2020-12-01,17回应
https://www.douban.com/group/topic/203121287/,小镇做题家现在题也做不好了,2020-12-01,16回应
https://www.douban.com/group/topic/203121091/,有没有一起种树的,2020-12-01,22回应
https://www.douban.com/group/topic/203118758/,求助，听力差的人该怎么拯救自己（抽奖奶茶）,2020-12-01,17回应
https://www.douban.com/group/topic/203110254/,有考公小5去体制内实习过吗？为了广东选调和深圳市...,2020-12-01,16回应
https://www.douban.com/group/topic/203093721/,有人完全不想考公吗,2020-12-01,112回应
https://www.douban.com/group/topic/203027762/,提问，本科生和研究生在考公面试会有差别对待吗,2020-11-30,7回应
https://www.douban.com/group/topic/202994022/,大三迷茫小废物,2020-11-30,15回应
https://www.douban.com/group/topic/202975161/,读殇了，打算本科毕业考公或就业，可行吗,2020-11-30,28回应
https://www.douban.com/group/topic/202965500/,有朋友在考公机构工作过吗，是不是合约有签约几年...,2020-11-30,2回应
https://www.douban.com/group/topic/202928215/,后悔没去学医,2020-11-30,28回应
https://www.douban.com/group/topic/202892937/,别盲目考公,2020-11-29,18回应
https://www.douban.com/group/topic/202867779/,考研专业纠结,2020-11-29,5回应
https://www.douban.com/group/topic/202803127/,defer一年真的是一件蛮难过的事,2020-11-28,6回应
https://www.douban.com/group/topic/202800587/,法硕有哪些院校推荐？,2020-11-28,18回应
https://www.douban.com/group/topic/202785015/,请问，考公考编的各位是本科生还是研究生？,2020-11-28,19回应
https://www.douban.com/group/topic/202784677/,经济学类考公岗位多吗？,2020-11-28,24回应
https://www.douban.com/group/topic/202777590/,国考记录－铁five也有梦想|京考上岸啦,2020-11-28,25回应
https://www.douban.com/group/topic/202726639/,迷茫到想去算命|更新，谢谢大家的评论呀,2020-11-28,74回应
https://www.douban.com/group/topic/202639157/,2020届毕业生，考公考编一直没能上岸，再去准备考...,2020-11-27,15回应
https://www.douban.com/group/topic/202624723/,985本科白血病，放弃读研，毕业回家乡工作很痛苦,2020-11-27,109回应
https://www.douban.com/group/topic/202534993/,家里蹲five自救第一步是主动参与社交吧,2020-11-26,0回应
https://www.douban.com/group/topic/202486114/,家里蹲的55们，你们怕见亲戚吗,2020-11-26,15回应
https://www.douban.com/group/topic/202450968/,考公难的朋友们要不要考虑3、4线城市,2020-11-26,184回应
https://www.douban.com/group/topic/202295111/,放弃国外读研选择家乡事业单位值得吗？,2020-11-24,23回应
https://www.douban.com/group/topic/202289176/,最适合985咸鱼five们去的工作：高校,2020-11-24,267回应
https://www.douban.com/group/topic/202289026/,刘昊然弟弟居然也去考编制了,2020-11-24,11回应
https://www.douban.com/group/topic/202264264/,研究生毕业考公对比本科毕业直接考公会有优势吗？,2020-11-24,23回应
https://www.douban.com/group/topic/202263725/,如何想明白自己努力的方向？,2020-11-24,10回应
https://www.douban.com/group/topic/202218565/,为什么会有人默认不考研者都是轻松/悠闲的,2020-11-24,9回应
https://www.douban.com/group/topic/202178349/,还有一个星期国考 本five依然不想看书 作为20届的...,2020-11-23,22回应
https://www.douban.com/group/topic/202165268/,调剂five们现在感觉怎么样,2020-11-23,3回应
https://www.douban.com/group/topic/202128822/,请问大家专硕入党难度大吗,2020-11-23,19回应
https://www.douban.com/group/topic/202114202/,签三方要慎重,2020-11-23,0回应
https://www.douban.com/group/topic/202103518/,深夜黑泥，感觉人生一片迷茫,2020-11-23,1回应
https://www.douban.com/group/topic/202093871/,国考前模考心态搞崩,2020-11-22,28回应
https://www.douban.com/group/topic/202057211/,事业单位逆袭失败,2020-11-22,10回应
https://www.douban.com/group/topic/202012059/,请问考研和考公可以兼顾吗？,2020-11-22,43回应
https://www.douban.com/group/topic/201956765/,“选择太多”使我们变得越来越糟糕？,2020-11-21,43回应
https://www.douban.com/group/topic/201941189/,不想保研不想拿奖学金不想出国是不是就可以不管绩点了,2020-11-21,19回应
https://www.douban.com/group/topic/201922632/,给爸妈打视频说想放弃考研，爸爸就没跟我说过话（...,2020-11-21,98回应
https://www.douban.com/group/topic/201913407/,真的很迷茫了，现在完全不知道该怎么办😭,2020-11-21,3回应
https://www.douban.com/group/topic/201912697/,根据反周期理论，gwy未来会不会大下岗,2020-11-21,190回应
https://www.douban.com/group/topic/201905303/,研一读的很迷茫，不知道读研的意义在哪,2020-11-21,3回应
https://www.douban.com/group/topic/201898979/,目标考公研究生什么专业比较好,2020-11-21,31回应
https://www.douban.com/group/topic/201895159/,有申请澳门大学的five吗,2020-11-21,60回应
https://www.douban.com/group/topic/201886909/,心态崩了，深圳市考岗位,2020-11-21,17回应
https://www.douban.com/group/topic/201861647/,和初中同学吃饭，唯一没有失业的是俩二本同学,2020-11-21,0回应
https://www.douban.com/group/topic/201833101/,经济学本科生考公务员到底合适吗？,2020-11-20,8回应
https://www.douban.com/group/topic/201816164/,准备回家中 拯救完蛋的人生,2020-11-20,78回应
https://www.douban.com/group/topic/201804069/,第一代攻读学位,2020-11-20,0回应
https://www.douban.com/group/topic/201803178/,这种生活爽不爽？,2020-11-20,2回应
https://www.douban.com/group/topic/201799486/,又是一年秋招时，谈谈自己（男）在疫情年的求职经...,2020-11-20,10回应
https://www.douban.com/group/topic/201795592/,985five被调剂到地铁车务部当站务员,2020-11-20,85回应
https://www.douban.com/group/topic/201712589/,完完全全被忽悠大的,2020-11-19,0回应
https://www.douban.com/group/topic/201709888/,20届待业five求建议,2020-11-19,13回应
https://www.douban.com/group/topic/201691802/,今天参加了选调生面试，谈点感受,2020-11-19,18回应
https://www.douban.com/group/topic/201622089/,作为男生，我强烈反对就业歧视，尤其是理工科领域...,2020-11-19,17回应
https://www.douban.com/group/topic/201616318/,怎么又要考试，焦虑又烦躁，面对不了现实,2020-11-19,20回应
https://www.douban.com/group/topic/201594232/,组里有five想回家乡回不去的吗？,2020-11-18,32回应
https://www.douban.com/group/topic/201502233/,总感觉组里有打着考公的名头来卖课的人.....,2020-11-18,2回应
https://www.douban.com/group/topic/201490524/,国考肯定考不上了 明年也没有资格再考了,2020-11-18,49回应
https://www.douban.com/group/topic/201490045/,一只被疫情打乱计划然后混吃等死的生物,2020-11-18,12回应
https://www.douban.com/group/topic/201460153/,有什么办法可以到东南亚工作生活吗,2020-11-17,44回应
https://www.douban.com/group/topic/201451696/,又是废物的我，我又来求助了,2020-11-17,23回应
https://www.douban.com/group/topic/201437912/,现在政府合同工也那么卷吗,2020-11-17,25回应
https://www.douban.com/group/topic/201435532/,公考行测如何进行备考,2020-11-17,4回应
https://www.douban.com/group/topic/201424977/,低薪事业编对一流985而言有那么不堪吗？,2020-11-17,38回应
https://www.douban.com/group/topic/201418186/,不想找工作 不想考公 我还能干嘛呢,2020-11-17,16回应
https://www.douban.com/group/topic/201404168/,观组内考公风气有感,2020-11-17,4回应
https://www.douban.com/group/topic/201400171/,到底是继续坚持考喜爱的但是没什么前途的专业 还是...,2020-11-17,16回应
https://www.douban.com/group/topic/201372207/,考上了偏远地区的烟厂，我老师说：如果你是男生就...,2020-11-17,3回应
https://www.douban.com/group/topic/201319908/,国京考双上岸行测80+选手分享笔面经验,2020-11-16,71回应
https://www.douban.com/group/topic/201278846/,考研和考公哪个难啊？,2020-11-16,14回应
https://www.douban.com/group/topic/201265656/,如果是你，愿意放弃腾讯75万年薪，去老家当公务员吗,2020-11-16,263回应
https://www.douban.com/group/topic/201260023/,有没有朋友求职时很关注企业的性别平等氛围？,2020-11-16,81回应
https://www.douban.com/group/topic/201256410/,感觉现在在毕业后就能获得高薪/好未来的只有三条路,2020-11-16,31回应
https://www.douban.com/group/topic/201256168/,有必要死磕考研吗,2020-11-16,0回应
https://www.douban.com/group/topic/201254980/,2020届的待业98five进来看看,2020-11-16,33回应
https://www.douban.com/group/topic/201211556/,昨天删跑路帖，今天删歧视帖，明天又会删什么？,2020-11-15,88回应
https://www.douban.com/group/topic/201196474/,面对考公考编中的歧视，有一些话想说,2020-11-15,50回应
https://www.douban.com/group/topic/201180749/,连续两周吃不下饭了，该不该为了不和男友异地而考研,2020-11-15,21回应
https://www.douban.com/group/topic/201165098/,要不要拒了手头唯一的offer全力冲选调,2020-11-15,38回应
https://www.douban.com/group/topic/201163421/,国考好多岗位都只有应届生能报啊啊啊啊,2020-11-15,4回应
https://www.douban.com/group/topic/201158084/,我好像不知道自己能做什么。,2020-11-15,1回应
https://www.douban.com/group/topic/201152627/,我妈要我穿正装去拜“老人家”，说要让他们在天上...,2020-11-15,10回应
https://www.douban.com/group/topic/201147129/,深度社恐有找到工作吗？有的话大家都是什么工作呢。,2020-11-15,95回应
https://www.douban.com/group/topic/201146548/,考公/定选经历 女性视角分享,2020-11-15,101回应
https://www.douban.com/group/topic/201112214/,考公交流,2020-11-14,2回应
https://www.douban.com/group/topic/201093436/,废物的反思——究竟是如何变成废物的？,2020-11-14,11回应
https://www.douban.com/group/topic/201088159/,想走考公道路的大二five迷失了方向……,2020-11-14,12回应
https://www.douban.com/group/topic/201080817/,想问问大家对爹味的看法,2020-11-14,6回应
https://www.douban.com/group/topic/201078104/,考公白痴想问，明年有什么除了国考省考以外别的大...,2020-11-14,2回应
https://www.douban.com/group/topic/201076366/,山东的小伙伴们，2021省考提前，那明年会不会追加...,2020-11-14,14回应
https://www.douban.com/group/topic/201066268/,如果秋、春招不找到合适又喜欢的工作，毕业后该怎...,2020-11-14,11回应
https://www.douban.com/group/topic/201047990/,有没有和我一样准备躺平考家里公务员的,2020-11-14,94回应
https://www.douban.com/group/topic/201011006/,不考研直接走选调行吗,2020-11-13,10回应
https://www.douban.com/group/topic/201001107/,如何委婉拒绝老师的要求填自由职业,2020-11-13,1回应
https://www.douban.com/group/topic/200988544/,考专硕/考公，有人可以说说吗,2020-11-13,7回应
https://www.douban.com/group/topic/200987414/,关于留学生考公应届生的界定,2020-11-13,6回应
https://www.douban.com/group/topic/200978151/,今年没有考公考编是不是亏了,2020-11-13,13回应
https://www.douban.com/group/topic/200970310/,毅然离开体制后LGBT未来之路在哪里？,2020-11-13,63回应
https://www.douban.com/group/topic/200964639/,在职备考GWY经验分享(已上岸),2020-11-13,123回应
https://www.douban.com/group/topic/200960700/,真诚发问一下出路,2020-11-13,0回应
https://www.douban.com/group/topic/200947643/,秋招结束了都没有找到工作 春招是不是真的很难啊,2020-11-13,7回应
https://www.douban.com/group/topic/200946200/,所以学科思政这个研值得考来当老师吗？法学会计双...,2020-11-13,13回应
https://www.douban.com/group/topic/200937815/,延迟拿到学位证会影响考公吗,2020-11-13,11回应
https://www.douban.com/group/topic/200930331/,985本考公/老师！,2020-11-13,32回应
https://www.douban.com/group/topic/200927508/,老家市里官办民营中学值得去吗,2020-11-13,11回应
https://www.douban.com/group/topic/200909655/,深圳事业单位只要研究生😑,2020-11-13,1回应
